<ID> ,ratio[0]                ,ratio[1]                ,ratio[2]                ,ratio[3]                ,ratio[4]                ,ratio[5]                ,ratio[6]                ,ratio[7]                ,ratio[8]                ,ratio[9]                ,ratio[10]               ,ratio[11]               ,ratio[12]               ,ratio[13]               ,ratio[14]               ,ratio[15]               ,Cx,CY,CZ,CMx,CMY,CMZ
0,-0.083986806,-0.03338093,-0.044506955,-0.159917814,-0.1197912,-0.054714842,0.011256773,0.007119442,-0.113494083,-0.060738903,-0.008975809,-0.002390127,0.004998701,-0.005391213,-0.026809675,12.99694452,0.015820083,0.073376253,-0.023463936,-0.012013233,0.017625304,0.049287743
1,-0.098720458,-0.043625595,0.028139985,-0.1591204,-0.147642921,-0.050855123,0.019456962,-0.058656328,0.014280364,-0.027139908,0.005426916,-0.016589616,0.002523843,-0.053377117,0.006578205,10.49948881,0.016210875,0.075635778,-0.023686802,-0.012916631,0.018020922,0.051451645
2,0.037273249,-0.199294067,-0.141447837,0.03024756,-0.063440477,-0.047699089,0.003631084,-0.097472442,-0.035521517,-0.036253909,0.010142245,-0.079126545,-0.004534831,-0.018747655,-0.04653496,16.39130845,0.016426581,0.073918825,-0.025039302,-0.011948184,0.018683494,0.049146607
3,-0.082158281,-0.132178514,-0.115098949,-0.038638381,0.020860318,-0.103361887,-0.069409317,-0.001062418,-0.081590952,-0.024685427,0.004759662,0.000990918,-0.034073658,0.010666678,-0.000598296,5.984170931,0.017943132,0.081911256,-0.025436369,-0.015180608,0.01995949,0.056417985
4,0.027740889,-0.078629666,-0.128205931,-0.157313806,-0.079508462,0.012262322,0.01388933,-0.024908421,-0.105128224,-0.077253867,0.013779202,-0.024882408,0.001789717,-0.025218425,-0.01095214,18.44497249,0.014775035,0.068495895,-0.022611286,-0.010197373,0.016559214,0.044881885
5,0.003020457,-0.07199786,-0.18057721,-0.12453698,-0.181396263,-0.130908679,-0.098260643,-0.025320305,0.019952,-0.050110955,-0.025711379,0.016609163,-0.016176118,0.013349073,0.015847799,14.48153133,0.016568935,0.071654832,-0.023232322,-0.011406362,0.016868425,0.046519988
6,-0.175940573,-0.147458879,-0.186753604,0.013682743,-0.09929218,-0.091027488,-0.104208324,-0.065268779,-0.082587487,0.011828556,-0.016663887,-0.066104332,-0.007102519,0.007795853,0.016436055,7.489497787,0.017987782,0.080084621,-0.025566727,-0.014998702,0.019520298,0.0540908
7,-0.147653976,-0.030988945,-0.114747113,-0.190666897,-0.092592069,0.01363252,0.002772931,-0.000151889,-0.01260568,-0.058211972,0.002610087,-0.015611659,0.006251634,-0.028349673,-0.057294691,7.729657447,0.016997519,0.077166735,-0.023997705,-0.013906521,0.018588515,0.052793989
8,-0.032530568,-0.11402206,-0.149181921,-0.13967422,-0.151374288,-0.102101506,-0.092923699,-0.030428547,-0.045108665,-0.014040491,0.000176008,0.01243344,-0.035110379,-0.009010074,0.014693606,4.186494887,0.01863806,0.082250538,-0.025006252,-0.015713346,0.019142705,0.05543057
9,-0.185097384,-0.120247136,-0.080548585,-0.077714767,-0.114281325,-0.068996911,0.016325417,-0.030135045,-0.116593171,0.017695782,-0.015290755,-0.074864783,-0.03951401,-0.034870376,-0.021457986,19.44031534,0.014570424,0.065999739,-0.02241295,-0.009841391,0.01614021,0.042859024
10,-0.06914442,-0.020128271,0.01650533,0.03925759,-0.113410926,-0.107286787,-0.074872597,-0.051808863,-0.086532831,-0.004427029,0.01976624,0.019556769,-0.030302864,-0.006333671,0.008382883,1.646437609,0.019283457,0.089031512,-0.025596589,-0.017337222,0.020625247,0.062316127
11,-0.01751416,0.045714392,-0.191348659,-0.044601106,-0.114822575,-0.001709041,-0.029322452,-0.101543203,-0.039852875,0.002957954,-0.024588155,-0.071331411,-0.006570203,0.012739272,-0.015310111,17.31992564,0.015561772,0.0718833,-0.023614008,-0.011079329,0.017639263,0.047790884
12,0.001370119,-0.190003247,-0.107866163,-0.104174325,-0.155025438,-0.072027873,-0.042360094,-0.11940577,-0.103307664,-0.064110926,0.009938926,-0.042253942,-0.034326478,-0.022226486,-0.016523003,13.35310924,0.017047744,0.073245653,-0.02475605,-0.012012533,0.018140837,0.047555941
13,-0.169062467,-0.15652343,-0.083509953,-0.143216947,-0.085107843,-0.094883262,-0.051645526,-0.115308281,-0.000850524,-0.031078304,-0.043988357,-0.079508082,-0.026202818,-0.018978874,-0.051077696,16.53992359,0.015382447,0.066824778,-0.02327769,-0.010342556,0.016781211,0.043118852
14,-0.076152575,0.041452208,-0.156087697,-0.026875722,-0.037442882,0.037642292,-0.013687906,-0.044909448,-0.025207186,-0.021162211,-0.077656205,-0.053199607,-0.018507978,-0.048632928,-0.016665754,15.79811463,0.015570732,0.072681866,-0.024420223,-0.011307638,0.018703851,0.049115017
15,-0.020085964,-0.100284355,-0.052794621,-0.09417405,-0.146434412,-0.140000424,0.01770271,0.010247655,-0.116433313,-0.028662277,-0.037294441,0.014915598,-0.014142653,0.000115679,-0.039779218,15.39671906,0.015813611,0.072766613,-0.023581359,-0.011715987,0.017355342,0.048211425
16,0.041535208,-0.164651713,-0.054237667,-0.11790568,-0.029087836,-0.037661205,-0.050264533,-0.054341757,-0.025564228,-0.044073237,-0.053925279,-0.074027517,0.014829982,0.014560113,0.017874034,5.376111044,0.018301084,0.083969046,-0.025817454,-0.015808065,0.020244903,0.05759541
17,-0.034876607,-0.06794968,-0.060071038,-0.09706733,-0.130694284,-0.172031269,-0.119652944,-0.079249741,-0.044601418,-0.061093693,-0.05962509,0.002790658,-0.022400951,-0.057888572,-0.000941605,18.82629169,0.015633617,0.067155259,-0.022687331,-0.009609279,0.016285646,0.042759037
18,-0.05219204,-0.00570416,-0.137874705,-0.129690715,-0.194068044,-0.133618637,-0.069672371,-0.08174584,-0.004306001,0.002696778,0.004623439,-0.039227908,-0.011838806,-0.036926282,-0.028617391,1.9840261,0.019688456,0.086628439,-0.025023708,-0.017352557,0.019661415,0.059088387
19,-0.008443586,-0.109584694,-0.021952549,-0.074341454,-0.000526235,0.020945174,-0.011984704,-0.022373284,-0.119938511,-0.066113656,-0.054881093,-0.078164084,-0.006866795,0.007254837,-0.057605867,6.258279352,0.019379124,0.085326622,-0.026282224,-0.015797404,0.021570965,0.059537241
20,-0.080018468,-0.097030964,0.015306196,-0.128999598,-0.036232158,-0.18455609,-0.027432363,-0.07417817,-0.092814559,0.011172177,-0.007017508,-0.030244253,-0.009728085,-0.044170561,-0.027018279,16.49653234,0.015502724,0.071144919,-0.023138568,-0.011009182,0.01703071,0.047189265
21,-0.061404968,-0.014674137,0.035191858,0.035520905,0.046038783,0.03320103,-0.01555731,-0.113927803,-0.084529808,-0.037010199,-0.023823151,-0.054380051,-0.047368807,-0.033624407,-0.018101388,15.33322026,0.016252669,0.075704951,-0.024769177,-0.011558879,0.019505108,0.052368846
22,-0.096372211,-0.101800429,-0.164619916,-0.059516611,-0.154870201,-0.06768265,-0.023040918,-0.039584796,0.007703205,0.018085953,-0.065622679,-0.031389179,-0.052388139,-0.055337628,0.008008262,16.89776971,0.015333994,0.06880955,-0.022939992,-0.010728294,0.016699424,0.044657644
23,0.032344176,0.026661956,-0.150090035,-0.011072882,-0.19797112,0.040720426,-0.010411096,-0.010141289,-0.086860165,0.003840794,-0.04915023,-0.047177267,-0.017443842,-0.011512086,0.009821474,6.834458722,0.018523192,0.085024434,-0.025758504,-0.015775641,0.020395871,0.058693852
24,-0.14834333,0.01540007,-0.096636618,-0.039094022,0.048703766,-0.107925492,-0.004391773,-0.071064132,-0.097636279,-0.008761597,-0.01980326,-0.00301166,0.016391675,-0.016245916,-0.014368155,14.31792645,0.016276277,0.075130607,-0.024415483,-0.012110137,0.018626828,0.051410869
25,-0.085119336,0.017709036,-0.162498871,-0.076548209,-0.026985861,-0.036764782,-0.088888633,-0.11054254,-0.024572652,-0.056454826,-0.01919972,-0.012656951,0.006773617,0.002971306,-0.059695471,0.456782853,0.020209591,0.088337418,-0.026622498,-0.017737567,0.021624398,0.061240596
26,0.032868225,0.04206601,-0.040311978,0.044071779,-0.149723244,-0.042884312,0.005898195,-0.046912,-0.019913978,-0.062880679,-0.012959368,-0.036236085,-0.038943894,-0.010322237,-0.021856884,17.96232761,0.015502203,0.072468188,-0.023841957,-0.010775384,0.017908358,0.048529331
27,0.004888102,-0.080076465,-0.038515977,-0.099747995,0.006231948,-0.027190919,-0.047716777,-0.006181167,0.001774346,0.015204031,-0.057174089,0.001885244,-0.025399981,-0.040037802,0.011265969,5.4218869,0.017899394,0.083864169,-0.025269813,-0.015606795,0.020218088,0.058590906
28,-0.081656945,-0.143306746,-0.12085705,-0.196496032,-0.012659015,-0.092354641,-0.026895265,-0.011440075,-0.033724738,-0.024803849,0.015316702,-0.010543403,-0.03053,-0.021039236,-0.047099077,15.40450349,0.015193314,0.069010175,-0.023131563,-0.010904552,0.016912118,0.045429302
29,-0.169998105,-0.192369609,-0.095153991,0.027956293,-0.115689496,-0.013833599,-0.107326773,-0.036357763,-0.084248865,-0.063882785,-0.023685422,-0.022355304,-0.012728133,-0.011015124,-0.002511548,17.73958933,0.014875347,0.066935172,-0.022938436,-0.010075639,0.016505738,0.043367062
30,-0.018495576,0.003474533,-0.029222478,-0.003461961,-0.127137891,-0.075425627,-0.098959665,-0.035169543,-0.038413269,-0.044884836,-0.013340717,-0.078329996,-0.031866009,0.005359186,-0.056636942,4.470027319,0.019719395,0.086596095,-0.026118692,-0.016332067,0.021212461,0.059898409
31,-0.166899595,-0.074305755,0.034909149,-0.080169002,-0.094149411,-0.053092197,-0.049306053,-0.020072775,-0.023028457,-0.02270443,-0.048720887,-0.001612662,-0.03581348,0.017983714,0.005080054,0.382834947,0.019008074,0.08613115,-0.025219394,-0.017105502,0.020244737,0.060066657
32,-0.16560961,-0.045346195,-0.011670466,0.022220973,-0.08082827,-0.061853441,-0.021134146,-0.01846168,0.012189936,-0.01099996,-0.021023486,-0.055403687,0.001839626,0.003721331,0.012734372,7.081274073,0.016925347,0.081156384,-0.024297144,-0.014914863,0.0190809,0.05661752
33,0.005644592,0.012766968,0.01370831,0.000517278,-0.112900843,-0.100108886,-0.112666485,-0.060480884,-0.058926537,0.008485726,-0.043522212,-0.034724792,-0.028594106,0.002691155,-0.01178064,5.656901398,0.018648079,0.08579411,-0.025536832,-0.015742431,0.020277816,0.059306056
34,-0.174347348,0.01381463,-0.055826047,-0.014994265,-0.17719856,0.029333154,-0.001451404,-0.018149071,0.004574324,-0.03178096,0.014158513,-0.032563703,-0.033669732,-0.01738245,-0.030751714,2.808558504,0.018315343,0.084471517,-0.024762646,-0.01638027,0.019916671,0.059099923
35,0.029775021,-0.126102672,-0.046908711,-0.181867555,-0.117060657,-0.011032031,0.008572627,0.011835321,-0.033089659,-0.051932837,0.010611123,-0.01447723,0.010037487,-0.000336374,-0.054894279,14.68304899,0.015624807,0.072484171,-0.023271995,-0.011689156,0.017419243,0.048486476
36,-0.180230871,-0.012264292,-0.131600771,-0.170913127,-0.170829349,-0.065010971,-0.055397382,0.00593606,0.016681302,-0.066840438,-0.015026766,-0.000293874,-0.029435586,-0.045882045,-0.027487127,15.98909887,0.015203309,0.066090593,-0.022648716,-0.01003813,0.016350592,0.042771311
37,-0.040134599,-0.0480283,-0.193443552,0.039762074,-0.186863843,0.019767493,-0.046729794,-0.007767868,-0.038795349,-0.041190987,0.017437012,0.013716351,-0.013440528,0.019961547,-0.050391132,17.77682167,0.015303482,0.070366341,-0.023400425,-0.010861142,0.017216197,0.046469245
38,-0.045832551,-0.058254328,0.010873028,-0.062698874,-0.07006595,-0.195284262,-0.086132419,-0.071946168,-0.057479733,-0.06130988,-0.014224579,-0.072745421,0.003701273,0.0057012,-0.029529622,5.643008708,0.019162996,0.084343689,-0.025753188,-0.015653547,0.02035181,0.057715065
39,-0.0144246,-0.092658281,-0.031296561,-0.143992808,-0.004627581,-0.14367408,0.013018798,-0.003132649,-0.075821235,-0.074044798,0.016841581,-0.044789457,-0.054331843,0.016145092,0.006328968,12.17014542,0.016849089,0.075797914,-0.024714835,-0.012524289,0.019044143,0.051267284
40,-0.187097475,0.037355556,-0.10247692,0.007140507,0.036044905,-0.020004078,-0.017758372,-0.080046377,0.002767086,-0.062453092,-0.018106858,-0.056717695,-0.009276511,-0.056669428,-0.018932344,8.485969381,0.017439732,0.079458714,-0.025416819,-0.013871064,0.020198427,0.055197317
41,-0.121718033,-0.188290427,-0.165929551,-0.032363572,-0.02158748,0.002636147,-0.107650189,-0.077561157,-0.020760437,-0.047509274,-0.006914399,-0.018832093,-0.051338302,-0.044856034,-0.012546622,15.27668981,0.01536895,0.068948044,-0.023710857,-0.010761395,0.017470035,0.045059935
42,-0.125324011,-0.177836801,-0.075786932,-0.040989835,-0.162901877,0.027461245,-0.061101484,-0.097071143,0.012481039,-0.036066173,-0.066641512,-0.033495877,-0.000433334,0.001601263,-0.025647055,7.039652639,0.01833965,0.079673075,-0.026268357,-0.014758096,0.020317994,0.053865396
43,-0.02687414,-0.087478147,-0.065561029,-0.015242342,0.002207963,-0.153540957,-0.003917478,-0.07791261,-0.024263521,-0.070365978,0.017614403,-0.00062573,0.013482471,0.012061283,-0.03377105,1.175164839,0.01956126,0.089392578,-0.025447564,-0.017782011,0.020547497,0.062484667
44,-0.171148212,0.048491864,-0.152469799,-0.091364076,-0.02413243,-0.069923101,-0.095990164,-0.052396152,-0.034206257,-0.0369256,-0.052238936,-0.023333306,-0.001712627,-0.002832805,-0.010101135,12.71646056,0.016104741,0.072771669,-0.024239154,-0.011773136,0.018170628,0.048856995
45,-0.031825724,-0.106111587,-0.008741232,-0.06339389,0.008731575,-0.047443591,-0.036057159,-0.070191235,-0.064215556,-0.006701347,-0.03873509,-0.0429231,0.015705448,0.004146993,-0.023607972,18.78741876,0.014675492,0.069713524,-0.023035816,-0.010335266,0.017170733,0.046626491
46,0.010263265,-0.148142483,-0.019708366,-0.033257561,-0.134614025,-0.144205578,0.018746831,-0.102430689,-0.109079635,-0.062533953,-0.066316761,0.004529517,0.008927508,0.0172291,0.00550954,0.400188524,0.021475084,0.091975757,-0.026992634,-0.018664359,0.021726402,0.063295425
47,-0.111916913,-0.124535137,-0.052262989,-0.121038933,-0.053554016,0.049132437,-0.065165894,0.013062167,-0.083488178,-0.022349793,-0.067551205,0.018122758,-0.037051012,0.017668036,-0.005169826,4.405575536,0.018283935,0.081756151,-0.025174079,-0.015376283,0.020004596,0.056452095
48,0.007698303,-0.035309338,-0.067609318,0.003661235,-0.125829247,0.024688513,0.005468733,-0.090256158,-0.06750197,-0.06047421,-0.028617288,-0.001811454,-0.056360683,-0.008901137,-0.01223261,11.54409859,0.01701054,0.07775059,-0.02531741,-0.012962069,0.019587479,0.052685894
49,-0.010349979,-0.117942974,-0.181178052,-0.157938957,-0.107104313,-0.065990043,-0.091885859,-0.114537516,0.015112898,-0.054952026,-0.018873935,-0.024097138,-0.035500134,-0.051612392,-0.038057837,16.20679136,0.015965079,0.068409255,-0.023456984,-0.010409394,0.01694934,0.043694509
50,-0.156367028,0.011021031,0.012476953,-0.190140957,-0.088519612,0.029942169,-0.076526898,-0.074743829,-0.090511591,-0.007567595,-0.003034846,-0.021792852,-0.01485226,0.004449052,0.008888107,14.42526156,0.015531475,0.070082812,-0.02360226,-0.010819153,0.017585464,0.047145098
51,-0.042696521,-0.149322105,-0.19934289,0.01816106,0.040168696,0.042361934,-0.05689086,-0.051427479,-0.063944016,-0.046192551,-0.008095765,0.009425947,-0.009027432,-0.021493855,-0.008247447,11.23839803,0.016271774,0.076852034,-0.024863294,-0.013123103,0.019113378,0.052374075
52,-0.02411136,-0.13699568,-0.058556037,-0.06696803,-0.105940954,-0.199847443,-0.093650518,-0.081090292,-0.058235309,0.009338147,-0.014593742,-0.049569035,0.00122997,-0.033829026,-0.044184508,2.856377453,0.020343946,0.08846223,-0.026467063,-0.017713689,0.020978949,0.060535143
53,-0.093001584,-0.094725679,0.006183474,0.040646495,-0.10928142,-0.006532731,-0.048625086,-0.108301397,-0.036766488,-0.01390612,0.010493336,-0.016817615,-0.023615185,-0.048892191,-0.048005032,18.02171205,0.015183761,0.06998658,-0.023095259,-0.010436372,0.017274131,0.046606032
54,0.039144992,-0.178303875,0.044609394,0.023450541,-0.166638362,-0.169798116,-0.087331638,0.004465736,-0.105722277,-0.018169727,-0.000381148,0.01387572,-0.059119501,-0.014031037,-0.020454452,17.19344848,0.016163143,0.072266326,-0.023921992,-0.011008335,0.017337872,0.047512293
55,-0.161230189,-0.083969636,0.009346933,-0.108082175,-0.003087726,0.032088874,-0.110228736,0.007041881,-0.025026357,-0.065165678,-0.045914662,-0.026769314,-0.020267736,0.009078552,0.005659457,14.21719061,0.015676311,0.069859497,-0.024273091,-0.010754008,0.018396852,0.047223758
56,-0.176367853,-0.016301,-0.193858807,-0.14215194,-0.061459455,0.013900217,-0.085090474,-0.098597831,-0.104269124,-0.039145567,-0.03180351,-0.040586481,-0.040542738,-0.00795854,-0.010474704,4.609335579,0.018775878,0.080442335,-0.025976482,-0.015049653,0.020266588,0.054375156
57,-0.199175416,0.034780098,-0.033830434,-0.012208343,-0.005390325,-0.191773136,-0.058497402,-0.114393696,0.0001835,-0.051040735,0.001495225,-0.026525465,-0.04187511,-0.058069958,-0.055206454,14.10807066,0.016563297,0.073287566,-0.023954623,-0.01149271,0.018119355,0.049321724
58,-0.074328731,0.047655675,-0.071377131,-0.180779813,-0.160846844,-0.118620117,-0.084964844,-0.075149548,-0.03055132,-0.040558715,-0.056233543,-0.009246161,-0.058066238,0.010079105,-0.001660886,6.526398708,0.01821716,0.078571557,-0.024772181,-0.014009452,0.01905619,0.052630117
59,-0.17870303,-0.19062829,-0.027378239,-0.008233721,-0.09458716,-0.051884795,-0.028047925,-0.005451588,0.010778961,-0.071446386,-0.033557417,-0.043415399,-0.057970144,-0.017123251,-0.036372117,7.556391626,0.017395934,0.077502924,-0.024993957,-0.013882809,0.019314617,0.052599302
60,0.034167392,-0.152473006,-0.17210971,0.030908147,-0.182313388,-0.145641807,-0.040954512,-0.002033289,-0.011535298,-0.040248806,-0.078857039,-0.078645541,0.00323582,0.012243731,-0.00585336,12.47796909,0.017724242,0.078011068,-0.025531183,-0.013424988,0.018932898,0.051756021
61,-0.089354657,-0.005203699,-0.099747849,-0.184377209,-0.065246939,-0.195802068,0.000411994,-0.007030233,-0.112697524,-0.034347563,-0.062697574,-0.041064561,-0.000791002,0.008404789,0.019774125,15.88522484,0.016048916,0.071170365,-0.023560684,-0.01110341,0.01733184,0.046962747
62,0.040342624,0.045073412,-0.109459458,0.010011457,-0.108682942,-0.034904218,0.019036453,-0.042295583,-0.040389672,-0.041821823,-0.006462181,0.014351207,-0.01224835,-0.027913095,0.006653145,18.56253664,0.015182936,0.071796147,-0.023658694,-0.010668772,0.017637197,0.048078243
63,-0.196423542,-0.018040554,-0.131941736,-0.100375086,0.041971921,-0.075940726,-0.036372519,-0.05993139,-0.016611821,0.006231608,-0.002871701,-0.02251645,-0.02341373,-0.024641555,-0.052492324,12.41095779,0.016000106,0.073558088,-0.024100254,-0.012252984,0.018293388,0.050062158
64,-0.066032527,-0.054401687,-0.084810059,-0.198993195,0.019172834,0.011618574,-0.031443155,-0.049097259,-0.000382527,0.005991067,-0.050987428,-0.054741287,0.010261444,0.013188503,-0.027682979,17.37031098,0.01476878,0.068573889,-0.023219454,-0.01038523,0.017341814,0.045876587
65,-0.050412924,-0.076518285,-0.127427156,-0.131138882,-0.014198905,0.045553649,-0.026103972,-0.03626307,-0.079362079,0.007857498,-0.060216779,-0.061414458,-0.049691366,-0.039294202,-0.050671778,19.89014465,0.014576698,0.066843878,-0.023046372,-0.009640062,0.017121173,0.043875819
66,0.016229618,0.01717129,-0.195261461,-0.026357366,-0.018306183,-0.138158841,-0.10652445,-0.038142636,-0.111893882,0.012581762,0.001081012,0.003099467,0.019438327,-0.057379486,-0.02591975,10.13062593,0.018483878,0.081840363,-0.026219578,-0.014262017,0.020410136,0.056040559
67,-0.119407135,-0.16314476,0.00044727,0.049499533,-0.073152383,-0.085011922,-0.111377573,-0.073086001,-0.1121448,-0.070731197,-0.070505748,-0.053421229,-0.015665376,-0.000834899,-0.031101784,0.528368351,0.021549252,0.089869593,-0.027584231,-0.018050024,0.022605526,0.06184177
68,-0.077014632,0.030901428,-0.041886334,-0.122500455,-0.001402741,0.043987312,-0.000990269,-0.054727578,-0.047983458,-0.020994012,-0.067093016,-0.021128467,-0.01251384,-0.026796384,0.01445631,18.94674577,0.014526957,0.06805541,-0.023407282,-0.009722519,0.017637517,0.04577895
69,-0.177967696,-0.061746542,0.037515454,-0.16441036,0.028146031,-0.134189715,-0.071552633,-0.109950845,-0.01616071,-0.028043856,-0.038993255,0.019296657,-0.028706099,-0.023650653,-0.049260504,1.103987688,0.019747068,0.085297598,-0.02627998,-0.016794865,0.021049969,0.05922092
70,-0.166063991,-0.098049182,0.013775538,0.018099737,-0.021121703,-0.15471186,-0.038508576,0.008993503,-0.059512197,-0.033928255,-0.063586797,0.01598414,-0.016629263,0.000368562,0.019845398,19.7505808,0.014435378,0.067605974,-0.022427267,-0.009832713,0.016413999,0.044850376
71,-0.041022391,0.032963201,0.036451109,0.00668635,-0.071702662,-0.15516429,-0.024498547,-0.059730645,-0.045065431,0.005650219,-0.012332505,-0.031676035,0.019188917,-0.044226808,-0.026648706,1.46388359,0.019864745,0.090961313,-0.025629325,-0.017880149,0.021073252,0.064221505
72,-0.157276043,-0.071809088,-0.048267709,0.018782039,-0.010657023,-0.00963857,-0.091199482,-0.026338629,-0.085871485,-0.037365857,-0.069703887,-0.002207683,0.00039804,-0.004935367,0.011747645,17.26205677,0.014805349,0.069500736,-0.022958014,-0.010451931,0.017212596,0.046589195
73,-0.132236397,-0.144250047,-0.134359698,-0.035571725,-0.007652371,-0.060613869,-0.091327275,-0.023539732,-0.042539218,-0.009735772,0.011542882,-0.065862007,0.019770973,-0.052746438,-0.021736336,3.861285077,0.018778045,0.084751222,-0.025440354,-0.016744668,0.020306448,0.058714078
74,-0.093266384,-0.060500044,-0.130669851,-0.187007503,-0.139987873,-0.14470932,0.007845656,-0.076735493,-0.084685049,-0.033241026,-0.06796042,-0.015149508,0.018634539,-0.033113472,0.015299436,15.0421808,0.015974198,0.070454898,-0.023203878,-0.011283368,0.016833609,0.045728791
75,-0.139169055,-0.112040359,0.01962056,-0.13827727,-0.109448853,-0.1507697,-0.078899224,-0.096479603,-0.042033012,-0.001646596,0.010764931,-0.013139939,0.015816422,-0.002502905,-0.017392086,7.958451889,0.017123572,0.078219658,-0.024009609,-0.014196317,0.018048896,0.053000543
76,-0.015873839,-0.075970111,-0.044007254,-0.17800604,0.040650399,-0.064357168,-0.025735641,-0.018579822,-0.082219448,-0.073638231,-0.011029161,0.007508691,-0.015052533,-0.058808516,-0.03508666,13.46581855,0.016067764,0.073475225,-0.02433073,-0.011683396,0.018559927,0.049513854
77,-0.13327338,-0.036857391,0.012585516,0.009682907,0.048055287,-0.120560772,-0.001029825,-0.066786914,-0.107586198,0.006439384,-0.029325699,-0.027269157,-0.046211929,-0.019787765,-0.023246739,19.14901821,0.015314439,0.070899469,-0.02290813,-0.010378469,0.0172849,0.047936581
78,0.041232506,-0.050783315,0.014496824,-0.170378714,-0.11012498,-0.010441699,-0.025110983,-0.064290866,-0.064958004,-0.00458351,0.00390159,0.005283416,-0.050825587,-0.039167983,-0.021184598,13.64280437,0.015727724,0.073638768,-0.023791713,-0.011703346,0.017969057,0.04944991
79,-0.13580745,-0.137752758,-0.187830548,-0.117438719,-0.085918437,-0.197077052,-0.009761259,0.000271247,-0.02757382,-0.019534227,-0.056795744,0.003426375,0.014009583,-0.014495752,-0.010305489,14.95185288,0.015663753,0.070265862,-0.023208025,-0.011520019,0.016735981,0.045946208
80,-0.184856188,-0.098752216,-0.178972003,-0.105175885,-0.134259724,0.026056591,-0.019585268,-0.046712153,-0.074969083,-0.078590084,-0.074159239,-0.020962529,-0.01442228,-0.034022367,0.013560899,3.107049866,0.019274747,0.081966061,-0.0258532,-0.015962808,0.020445354,0.055459558
81,-0.094896828,0.019931997,-0.144921582,-0.149818704,-0.196230022,-0.092600971,-0.072944,-0.099860875,-0.098561156,-0.013512514,-0.043048705,-0.057829456,-0.005440796,-0.013065281,0.00258117,10.05965343,0.017560881,0.076637963,-0.024522673,-0.013318496,0.018404138,0.050716873
82,-0.005589605,-0.196145359,-0.159885224,-0.079088967,-0.106324925,-0.159766113,-0.073571942,0.008005511,-0.005300507,-0.062167511,-0.020314803,-0.025975316,-0.050724504,-0.032608212,-0.004703403,10.52294321,0.017355926,0.075468681,-0.024875217,-0.012964167,0.018428863,0.049675319
83,-0.112951157,-0.063741181,-0.173418349,0.046604009,0.043681046,0.026516868,-0.007344634,-0.101002881,-0.037357732,-0.067160225,-0.041760405,0.017851301,-0.006660224,0.014264791,-0.053459367,5.281545157,0.018475299,0.084345846,-0.025933328,-0.01575328,0.020925025,0.058781217
84,-0.100015644,-0.108051316,-0.187392811,-0.058737837,-0.060718507,-0.037321014,-0.044063749,-0.068534306,-0.004771431,-0.070093729,-0.021703405,0.014746554,0.006802722,-0.057021801,-0.04559086,8.141532333,0.017446377,0.078029102,-0.025131243,-0.014022338,0.019372746,0.052612471
85,-0.014049298,-0.193460985,-0.036890806,-0.128597763,-0.033330928,-0.136030766,-0.116248274,-0.031847554,-0.02374685,-0.014834432,-0.068516237,0.015381704,0.018975809,-0.052200626,-0.043112271,9.848676279,0.017468137,0.077142604,-0.025057833,-0.013540441,0.019127892,0.051749929
86,-0.155005071,-0.029674556,-0.17705708,-0.041533962,-0.090704576,-0.011301208,0.018414656,-0.028234068,-0.060308639,-0.079020034,0.00932532,-0.046209921,-0.048012933,-0.05986726,0.018649697,7.943093226,0.017565546,0.078217584,-0.025024854,-0.013919859,0.01959716,0.053130555
87,0.013656714,-0.180063268,-0.168764665,-0.175047141,-0.176062636,-0.174741654,-0.054121538,-0.098794304,-0.051973897,-0.034535242,-0.051205755,-0.022786513,-0.004919462,-0.041761878,-0.006964623,13.85025542,0.017192474,0.072127103,-0.024320003,-0.011821216,0.017397918,0.046027193
88,0.033452366,0.005482902,-0.133178327,-0.164111793,-0.074146996,-0.108429731,-0.061465562,-0.096627049,-0.078604374,0.005042976,-0.022138601,-0.076719812,-0.002871495,-0.050087825,-0.033991812,4.584878228,0.020093766,0.086966952,-0.026456855,-0.016736628,0.021252382,0.059612197
89,0.047475785,-0.146452705,-0.005525832,-0.050231134,0.00684102,-0.171387613,-0.057576151,-0.061828247,-0.037575156,-0.026652857,-0.014773321,-0.00977151,-0.035683938,-0.032417303,0.019365912,9.163329112,0.017430586,0.08053975,-0.025240214,-0.014021036,0.01938199,0.054880523
90,0.012702175,-0.183938688,-0.003652764,-0.068537603,-0.011298283,-0.000139932,0.002204363,0.018738181,-0.005684716,-0.009764568,-0.072816062,0.00508401,-0.048837344,0.004647136,-0.056810717,0.217639557,0.019579059,0.089709351,-0.025316397,-0.018014279,0.020864291,0.063290748
91,-0.026086602,-0.134601577,-0.017726663,-0.139238846,-0.084790368,0.023898058,-0.020256673,-0.114858584,-0.012538995,-0.013391837,0.001630463,-0.076174258,0.017111911,-0.042202122,-0.017086087,2.632601548,0.019748115,0.087119888,-0.026695891,-0.017390341,0.021698666,0.060588233
92,-0.013627018,-0.088776148,-0.157608486,-0.02043516,-0.144818001,0.000149207,-0.028826972,-0.041476574,-0.101694204,0.014243248,-0.048429584,0.006819393,-0.003362607,-0.005968644,-0.003560477,2.391295718,0.019374153,0.088054687,-0.026014025,-0.017506749,0.020681291,0.060782513
