<ID>,dv_0,dv_1,dv_2,dv_3,dv_4,dv_5,dv_6,dv_7,dv_8,dv_9,dv_10,dv_11,dv_12,dv_13,dv_14,dv_15, Cx , CY , CZ , CMx , CMY , CMZ 
341,8.98E-03,-2.07E-03,3.28E-02,1.97E-03,-4.05E-02,-1.68E-01,-8.27E-02,-3.12E-02,5.12E-03,-7.80E-02,1.85E-02,-6.90E-02,-5.62E-02,-3.54E-03,-2.65E-02,-3.54E+01,0.065791,0.436382,-0.002587,-0.107907,0.009011,0.267249
342,6.74E-03,-1.36E-02,-1.61E-01,-7.25E-02,4.49E-02,-1.50E-01,7.74E-03,-1.05E-01,-1.14E-01,-2.41E-02,-6.48E-02,-4.03E-02,-2.73E-02,-3.05E-02,7.38E-03,-3.10E+01,0.060277,0.367935,0.006203,-0.092612,-0.000578,0.209286
343,3.09E-02,-8.15E-02,-7.29E-04,-1.35E-01,2.68E-02,-7.06E-02,-4.53E-02,-2.97E-02,-6.95E-02,-2.95E-02,-5.57E-02,-1.95E-02,-1.80E-02,-6.63E-03,-4.86E-02,-4.20E+01,0.063736,0.441789,0.000401,-0.113945,0.006726,0.264729
344,-3.50E-03,-7.03E-03,-2.50E-02,1.94E-02,-3.88E-03,-1.20E-02,-9.47E-03,-6.06E-02,-3.94E-02,-4.60E-02,-4.71E-02,-7.98E-02,-3.20E-02,-1.23E-02,-3.41E-02,-2.09E+01,0.06113,0.390437,-0.007272,-0.089423,0.01079,0.239844
345,-1.92E-01,-9.41E-02,-1.54E-01,-1.16E-01,3.52E-03,-6.37E-02,-9.38E-02,-7.84E-02,-6.35E-02,-6.82E-02,-3.49E-02,-5.80E-02,-2.73E-04,6.90E-03,4.76E-03,-4.01E+01,0.062669,0.407228,0.004239,-0.105645,0.003901,0.239118
346,-1.43E-01,-1.86E-01,1.02E-03,-9.27E-03,-2.77E-02,-2.25E-02,-1.00E-01,-1.17E-01,-1.01E-01,-7.79E-02,-4.12E-02,-6.05E-02,-1.28E-02,-5.62E-02,1.66E-02,-4.35E+01,0.065985,0.391244,0.005218,-0.098651,0.004625,0.225111
347,-6.42E-02,4.71E-02,-1.49E-01,-8.29E-02,-6.46E-02,-9.78E-02,3.19E-03,1.64E-03,-8.58E-03,-5.85E-02,-3.01E-02,-6.51E-02,-4.47E-02,-5.59E-02,-8.47E-03,-2.12E+01,0.060401,0.395833,-0.004534,-0.094363,0.008742,0.24488
348,-1.79E-01,-1.83E-01,2.20E-02,-1.76E-01,4.26E-04,-1.77E-02,-4.83E-02,-7.60E-02,-4.18E-02,-1.29E-02,-1.45E-02,-4.78E-02,-4.84E-02,1.41E-02,-1.60E-02,-3.28E+01,0.062765,0.430705,-0.004805,-0.107196,0.011288,0.265908
349,-1.94E-01,-6.97E-02,-3.06E-02,-1.68E-01,-1.30E-01,-1.38E-01,-2.15E-02,-1.03E-01,-7.75E-02,-6.34E-02,1.27E-02,1.16E-02,-2.45E-02,7.61E-04,-3.68E-02,-2.93E+01,0.061414,0.417897,-0.000133,-0.107729,0.006153,0.255962
350,-4.66E-02,-1.39E-01,-9.25E-02,-1.86E-01,-7.56E-02,-6.83E-02,-1.05E-01,-4.09E-02,-1.08E-01,1.90E-02,-6.16E-02,-4.52E-02,-2.67E-02,-1.92E-02,-2.13E-02,-4.27E+01,0.061939,0.393161,0.006747,-0.101251,0.001565,0.224302
351,2.30E-02,-3.57E-02,-6.86E-02,4.06E-02,3.46E-02,-1.32E-01,-8.45E-03,-1.07E-01,-4.37E-02,-6.20E-03,-4.78E-02,-1.99E-02,-1.03E-02,-5.00E-02,-3.21E-02,-3.83E+01,0.063006,0.429526,0.001938,-0.109996,0.004292,0.255976
352,-3.63E-02,-1.76E-01,-5.53E-02,-7.59E-02,-1.80E-01,-5.55E-02,-1.86E-02,-6.40E-03,-8.06E-03,-5.85E-02,-9.46E-04,-7.95E-02,7.99E-03,-5.17E-03,-6.43E-03,-3.79E+01,0.062936,0.439355,-0.001665,-0.112116,0.008472,0.267635
353,4.22E-02,3.51E-02,-8.12E-02,3.87E-02,-2.28E-02,5.88E-03,-5.63E-02,-7.97E-02,1.94E-02,-4.15E-02,-6.03E-02,1.59E-04,6.58E-03,1.69E-02,1.23E-02,-2.62E+01,0.064544,0.477262,-0.011268,-0.122036,0.014826,0.307646
354,-1.96E-01,-1.51E-01,4.30E-02,-1.02E-02,3.51E-02,-7.74E-02,9.16E-03,-6.59E-02,-1.01E-02,-7.67E-02,-5.87E-02,-5.60E-02,3.18E-03,-1.14E-02,-4.11E-02,-2.90E+01,0.063491,0.420267,-0.005316,-0.100657,0.011482,0.260779
355,2.91E-02,-3.42E-02,-1.26E-01,-1.13E-03,-9.80E-02,-2.12E-02,1.10E-02,-6.37E-02,-4.07E-02,-7.12E-02,-5.42E-02,-1.33E-02,-5.95E-02,-6.10E-03,-5.56E-02,-3.33E+01,0.06451,0.420825,-0.002042,-0.10406,0.008361,0.256242
356,2.24E-03,2.89E-02,-5.78E-02,-2.33E-02,-2.98E-02,-1.13E-01,-5.50E-02,-6.29E-02,-1.08E-01,-2.37E-02,9.07E-03,-6.12E-02,-1.69E-02,-3.99E-02,-4.95E-02,-3.46E+01,0.061141,0.380139,0.004012,-0.092462,0.001796,0.217586
357,2.10E-02,-1.91E-01,-1.68E-01,4.84E-02,-1.68E-01,-9.53E-02,-1.01E-01,-7.58E-02,-1.11E-01,-3.08E-02,1.12E-02,-3.30E-02,-8.35E-03,-2.86E-02,-3.66E-02,-3.06E+01,0.059974,0.377366,0.004629,-0.095696,0.000616,0.218555
358,-4.09E-04,3.57E-02,-1.44E-01,-1.27E-01,4.91E-02,-9.68E-02,8.13E-03,-5.91E-02,-5.49E-02,-2.33E-02,-3.44E-03,-6.31E-02,-1.38E-02,-1.06E-02,9.27E-03,-2.94E+01,0.059697,0.411913,-0.000929,-0.103961,0.005236,0.248014
359,-8.45E-02,-5.61E-02,-1.06E-02,-5.32E-02,-3.95E-02,-1.13E-01,-1.12E-01,-2.39E-02,-1.03E-01,-2.01E-02,-4.43E-02,-6.36E-02,-4.15E-02,1.40E-02,-5.62E-02,-2.32E+01,0.059689,0.362678,-0.000315,-0.084452,0.004906,0.214012
360,-1.28E-01,-9.63E-02,-7.49E-02,-6.94E-02,3.11E-02,-9.62E-04,-8.65E-02,-6.64E-02,-1.07E-01,-4.57E-02,-2.72E-02,-6.47E-03,-2.89E-02,-2.05E-02,-8.62E-03,-4.99E+01,0.063995,0.455542,0.004533,-0.125267,0.00475,0.266786
361,-1.47E-01,-1.93E-01,1.82E-02,-1.07E-01,-1.52E-01,-1.27E-01,-5.98E-03,-4.39E-02,-5.26E-02,-3.08E-03,-7.47E-02,-7.34E-02,-5.85E-03,-5.26E-02,-3.79E-02,-3.20E+01,0.061428,0.377753,0.002031,-0.089605,0.005113,0.222486
362,-3.56E-02,-1.98E-01,-8.18E-02,-5.84E-03,-4.43E-02,-8.31E-02,-1.47E-02,-3.00E-02,-6.91E-02,-3.21E-02,-2.27E-02,-3.09E-02,1.76E-02,-2.26E-02,-4.61E-02,-4.59E+01,0.0615,0.446202,0.004313,-0.119816,0.003244,0.262774
363,1.51E-02,-1.03E-02,4.02E-02,-1.28E-02,4.99E-02,-2.65E-02,1.26E-02,-1.16E-01,1.31E-02,-5.78E-02,-9.86E-03,-3.86E-02,1.28E-02,-3.09E-02,-1.99E-02,-3.02E+01,0.06473,0.463456,-0.009787,-0.11468,0.01419,0.293199
364,-1.82E-01,-1.33E-01,-1.19E-01,-7.13E-02,-1.91E-01,-1.30E-01,-8.98E-03,-1.02E-01,3.76E-03,-9.13E-03,-3.31E-02,-7.76E-02,-5.11E-02,-1.34E-02,-5.72E-02,-3.03E+01,0.06156,0.381905,0.002283,-0.091551,0.004888,0.227611
365,-3.77E-02,-1.28E-01,-6.45E-02,-8.09E-02,-1.65E-01,-1.15E-01,-4.45E-02,-5.79E-02,-4.44E-02,-7.70E-02,7.70E-03,-1.25E-02,-3.80E-02,-5.37E-02,-4.28E-02,-3.50E+01,0.064111,0.420012,0.000835,-0.106394,0.006395,0.254409
366,-1.86E-01,-9.34E-02,-1.41E-01,4.77E-02,-3.02E-02,-1.71E-01,-1.90E-02,-7.03E-02,-9.46E-02,-4.78E-02,-5.13E-02,1.12E-02,-4.36E-02,-5.85E-02,-4.46E-02,-3.50E+01,0.062539,0.391807,0.006713,-0.100235,0.001036,0.229031
367,-6.06E-02,-1.11E-01,-1.06E-01,-3.39E-02,-1.57E-01,4.37E-02,-8.87E-02,1.64E-02,-3.35E-03,1.45E-02,-3.45E-02,-6.76E-02,-5.97E-02,-7.17E-03,-4.87E-02,-2.50E+01,0.062164,0.416217,-0.007573,-0.098534,0.01267,0.260297
368,3.78E-02,-1.70E-01,-9.05E-02,-1.13E-01,1.34E-03,6.67E-03,-1.70E-02,-3.08E-03,-8.80E-03,-7.97E-02,-2.65E-02,-3.18E-02,9.86E-03,-2.90E-02,-1.37E-02,-4.43E+01,0.065159,0.484843,-0.002941,-0.128972,0.010447,0.298914
369,-1.24E-01,-4.11E-03,-1.70E-01,-6.21E-02,4.13E-02,-6.25E-02,-6.48E-02,-9.77E-02,-6.10E-02,8.53E-03,-3.81E-02,-4.61E-03,-4.80E-02,-4.92E-02,-7.03E-03,-4.87E+01,0.062958,0.456204,0.005529,-0.125222,0.003197,0.268045
370,-1.35E-01,-1.63E-01,-1.44E-01,-1.08E-01,-1.87E-01,-1.69E-01,-7.86E-02,-5.57E-02,-1.75E-02,1.09E-04,4.07E-03,-6.63E-02,-4.11E-02,1.24E-02,1.83E-02,-2.28E+01,0.058276,0.392956,0.00021,-0.099424,0.004755,0.240981
371,-3.91E-02,-1.66E-01,-1.33E-01,-2.91E-02,-4.19E-02,-4.19E-02,-1.01E-01,-8.92E-02,-6.63E-03,-4.63E-04,-4.17E-02,-3.94E-02,-2.19E-02,-4.12E-02,-1.80E-02,-3.07E+01,0.062681,0.424616,-0.00293,-0.106137,0.008726,0.26127
372,-4.19E-02,-1.09E-02,-1.79E-01,-2.55E-02,2.88E-02,-1.03E-01,-9.91E-02,-3.28E-02,-2.26E-02,-4.04E-02,-3.62E-02,-5.36E-02,3.82E-03,-1.59E-02,-3.67E-02,-3.67E+01,0.062736,0.420725,0.001404,-0.106315,0.004932,0.251829
373,-1.86E-01,-9.34E-02,-1.41E-01,4.77E-02,-3.02E-02,-1.71E-01,-1.90E-02,-7.03E-02,-9.46E-02,-4.78E-02,-5.13E-02,1.12E-02,-4.36E-02,-5.85E-02,-4.46E-02,-3.50E+01,0.062539,0.391807,0.006713,-0.100235,0.001036,0.229031
374,-7.32E-02,-3.03E-02,3.09E-02,-7.97E-02,-3.85E-02,-8.87E-02,-2.62E-02,-5.14E-02,-6.79E-02,-7.38E-02,-2.90E-02,-6.30E-02,-5.38E-02,-2.60E-02,-1.20E-02,-2.77E+01,0.062897,0.393294,-0.003101,-0.093528,0.008739,0.237541
375,4.33E-02,-1.17E-01,-8.99E-02,1.67E-02,-1.73E-01,-8.37E-02,-1.11E-02,1.73E-02,-9.41E-02,-2.18E-02,-6.94E-02,1.60E-02,-2.51E-02,-2.74E-02,-2.10E-03,-3.89E+01,0.062887,0.440379,0.001907,-0.117367,0.004572,0.263847
376,-1.72E-01,-8.79E-02,2.13E-02,-1.80E-01,-3.38E-02,-9.05E-03,-9.77E-02,-1.20E-01,-1.02E-01,-4.99E-02,1.78E-02,-1.23E-03,-1.47E-02,-1.58E-02,1.51E-02,-2.82E+01,0.062414,0.429578,-0.00525,-0.109912,0.010565,0.26691
377,-1.28E-01,4.32E-02,-1.09E-01,2.41E-02,-1.67E-01,-3.95E-02,-8.71E-02,2.36E-03,2.43E-03,-2.63E-02,-2.85E-02,-6.98E-02,-5.75E-02,-4.26E-02,-3.53E-02,-4.09E+01,0.065502,0.435086,-0.000288,-0.108294,0.008585,0.263618
378,1.65E-02,-1.36E-01,-1.10E-01,-5.63E-02,4.54E-02,-1.27E-01,-5.43E-02,-9.32E-02,-1.03E-01,9.19E-03,-6.06E-02,-1.10E-02,-1.98E-02,-1.51E-02,-2.83E-02,-2.05E+01,0.057844,0.37357,0.000374,-0.091462,0.003092,0.224292
379,-8.27E-02,-1.81E-01,-7.64E-02,2.55E-02,-5.45E-02,-1.86E-01,-8.14E-02,1.56E-02,-1.47E-02,1.66E-02,-1.74E-02,-1.81E-02,-3.00E-02,-1.78E-02,-2.69E-03,-2.23E+01,0.059575,0.425831,-0.00352,-0.107962,0.007588,0.268437
380,3.84E-02,-2.42E-02,3.98E-02,-1.24E-01,-1.26E-01,-5.89E-02,-6.63E-02,-1.51E-02,-8.87E-02,-5.05E-02,-5.31E-02,-2.39E-02,-2.60E-02,-4.29E-03,-5.52E-02,-3.75E+01,0.064411,0.417222,-0.000624,-0.103505,0.007376,0.249375
381,-1.37E-01,-4.09E-02,-6.23E-02,-1.20E-01,-1.61E-01,4.34E-03,-7.22E-02,-5.68E-02,1.58E-02,-7.20E-02,-3.67E-02,1.22E-03,-3.13E-02,1.17E-02,-5.33E-02,-3.25E+01,0.066099,0.46076,-0.007213,-0.116225,0.013967,0.292532
382,5.24E-03,-1.74E-01,-1.26E-01,-1.71E-01,-2.00E-01,-5.35E-02,-6.81E-02,-4.35E-02,-5.63E-02,1.21E-02,-5.43E-02,-5.06E-02,7.22E-03,-4.62E-03,-5.30E-02,-2.76E+01,0.059188,0.387033,0.000026,-0.094664,0.005147,0.231979
383,-1.53E-01,-1.89E-01,-6.56E-03,3.78E-02,-1.91E-01,-1.18E-01,-7.18E-02,-2.24E-03,-6.47E-03,4.15E-03,-7.48E-02,1.02E-02,-2.70E-02,-4.06E-02,-7.39E-03,-2.65E+01,0.062928,0.443528,-0.005606,-0.112463,0.011194,0.281561
384,-1.53E-01,-1.40E-02,-8.85E-02,-8.96E-02,-4.79E-02,-2.43E-03,-5.23E-02,-2.41E-02,-7.20E-02,1.44E-02,-6.73E-02,-4.77E-02,1.61E-02,1.05E-02,1.37E-02,-3.97E+01,0.061298,0.438945,-0.000588,-0.114681,0.007015,0.262953
385,-1.61E-01,-1.97E-02,-1.43E-01,-1.69E-01,-2.51E-02,-1.86E-01,-7.15E-03,-9.22E-02,-4.70E-02,-2.89E-03,-4.62E-02,-5.01E-02,8.28E-03,-1.38E-02,-3.87E-02,-2.25E+01,0.057259,0.371495,0.002336,-0.090768,0.002173,0.222018
386,-7.14E-02,-1.13E-01,-1.57E-01,-1.15E-01,-1.98E-01,-5.64E-02,-1.15E-01,-8.97E-02,-1.60E-02,-4.71E-02,-2.74E-02,-2.32E-02,-4.13E-02,-2.73E-02,-3.30E-02,-3.34E+01,0.063985,0.415383,-0.000113,-0.104901,0.007328,0.252845
387,-1.74E-01,4.48E-02,-7.37E-02,4.91E-02,-1.51E-01,-2.35E-02,-7.10E-02,-1.21E-02,-1.19E-01,-7.52E-02,-5.50E-02,-4.20E-02,-7.55E-03,-5.75E-02,-3.74E-02,-3.76E+01,0.063784,0.383106,0.003551,-0.093291,0.004361,0.2215
388,-1.24E-01,-5.33E-02,-4.78E-02,-1.79E-01,-8.05E-02,-1.67E-01,-2.85E-02,-8.26E-02,-1.19E-01,-5.15E-02,7.48E-03,-5.30E-02,-5.72E-02,-4.37E-02,-4.12E-02,-4.55E+01,0.062754,0.378234,0.011771,-0.097795,-0.002001,0.210089
389,-9.06E-02,-2.09E-02,-3.96E-02,-1.01E-01,-7.47E-02,-4.56E-02,-7.32E-02,-2.09E-02,-2.64E-03,-1.02E-02,-1.61E-02,1.65E-02,-1.92E-02,-1.25E-02,7.03E-03,-4.26E+01,0.065541,0.512512,-0.004645,-0.139639,0.011659,0.320849
390,-1.15E-01,4.60E-03,-8.31E-02,-1.98E-02,-7.22E-02,-1.54E-01,-3.19E-02,-8.66E-02,-9.55E-02,-2.61E-02,-5.83E-02,-2.20E-02,-4.02E-02,-3.01E-02,1.89E-02,-2.64E+01,0.060647,0.387028,0.001814,-0.097621,0.003458,0.230558
391,2.73E-02,3.92E-02,-1.39E-01,1.10E-02,4.70E-02,-4.63E-02,7.07E-03,-5.16E-03,-2.64E-02,-3.67E-02,2.98E-04,-7.63E-02,-3.30E-02,-9.99E-03,-3.35E-02,-2.08E+01,0.059537,0.400385,-0.00625,-0.094371,0.008972,0.247129
392,2.18E-02,3.34E-02,-1.77E-01,-7.51E-03,-1.78E-01,-1.71E-02,-1.09E-01,-1.19E-01,-7.24E-03,-5.59E-02,9.60E-03,-4.20E-02,-1.18E-02,8.31E-03,-5.22E-02,-3.16E+01,0.063144,0.425436,-0.002764,-0.106611,0.007971,0.260049
393,-1.99E-01,-1.94E-01,-1.29E-01,3.75E-02,-2.58E-02,-1.47E-01,-2.07E-02,2.08E-03,-5.33E-02,-5.96E-02,1.45E-02,-7.36E-02,-5.69E-02,2.43E-03,-3.83E-02,-3.92E+01,0.061589,0.401879,0.00579,-0.102128,0.002448,0.235303
394,-5.28E-02,-2.33E-02,4.83E-02,-1.10E-01,-1.60E-01,-9.92E-02,-1.08E-02,-4.18E-02,-9.01E-02,6.62E-03,-7.66E-02,1.19E-02,-2.62E-02,-4.84E-02,-5.55E-02,-2.72E+01,0.061791,0.406947,-0.002708,-0.099347,0.007858,0.248456
395,-1.91E-01,1.90E-02,-5.99E-03,-1.84E-01,-1.63E-01,-3.23E-02,-4.92E-02,-1.18E-01,8.67E-03,-3.50E-02,-7.63E-03,1.28E-02,-1.87E-02,-1.68E-03,-3.03E-02,-3.68E+01,0.0655,0.480051,-0.005839,-0.125671,0.012678,0.302859
396,2.38E-02,-1.30E-01,-3.93E-02,3.17E-02,-8.23E-03,-1.82E-01,-3.94E-02,-4.59E-02,-5.14E-02,1.79E-03,-7.95E-02,3.36E-04,-5.20E-02,-3.85E-03,-3.37E-03,-2.06E+01,0.05999,0.40342,-0.002984,-0.100028,0.006478,0.250259
397,-1.63E-02,-9.01E-02,2.68E-02,-9.26E-02,-1.72E-01,4.65E-02,-6.19E-02,1.20E-02,5.74E-03,-1.62E-02,-4.04E-02,-4.30E-03,-2.68E-02,-4.32E-02,-1.28E-02,-4.71E+01,0.067257,0.519681,-0.006288,-0.139443,0.014291,0.32499
